flo2d_150_station_id,ob_1_id,ob_1_dist,ob_2_id,ob_2_dist,ob_3_id,ob_3_dist
1,Kittampahuwa,5.748588593218949,Battaramulla,8.032219599648473,Kotikawatta,8.035475051497967
2,Kittampahuwa,5.690782554972778,Kotikawatta,8.031800483761977,Battaramulla,8.093799105812982
3,Kittampahuwa,5.636442086090116,Kotikawatta,8.030972341566558,Battaramulla,8.157717467484941
4,Kittampahuwa,5.744926066501353,Battaramulla,7.783402135580395,Kotikawatta,7.908137719515961
5,Kittampahuwa,5.679064649602872,Battaramulla,7.841125386814806,Kotikawatta,7.898637142875871
6,Kittampahuwa,5.6165036404936926,Kotikawatta,7.892023395797561,Battaramulla,7.901321655497349
7,Kittampahuwa,5.557776701888482,Kotikawatta,7.88832051593438,Battaramulla,7.963465788755448
8,Kittampahuwa,5.502123180263251,Kotikawatta,7.887477727359357,Battaramulla,8.028422243026316
9,Kittampahuwa,5.7510554723631,Battaramulla,7.530790406904875,Kotikawatta,7.782053266343787
10,Kittampahuwa,5.677244363852957,Battaramulla,7.584429396883357,Kotikawatta,7.766533767422221
11,Kittampahuwa,5.606541370101643,Battaramulla,7.640685337372876,Kotikawatta,7.753933100147206
12,Kittampahuwa,5.539549591993373,Battaramulla,7.699059201439607,Kotikawatta,7.744325865032886
13,Kittampahuwa,5.475395150249348,Kotikawatta,7.737580670770252,Battaramulla,7.760357950671423
14,Kittampahuwa,5.414705205861562,Kotikawatta,7.73378718417024,Battaramulla,7.824099724135589
15,Kittampahuwa,5.358004050983704,Kotikawatta,7.732945114039041,Battaramulla,7.8897305411399214
16,Kittampahuwa,5.304566676414735,Kotikawatta,7.73504295221579,Battaramulla,7.958163655238211
17,Kittampahuwa,5.947545596606341,Battaramulla,7.195555031530309,Kotikawatta,7.72076529474699
18,Kittampahuwa,5.8697778494063,Battaramulla,7.249634895753004,Kotikawatta,7.70415897545552
19,Kittampahuwa,5.786299210550445,Battaramulla,7.295636437308535,Kotikawatta,7.679767927340643
20,Kittampahuwa,5.704961642346937,Battaramulla,7.344790134995473,Kotikawatta,7.658093477721058
21,Kittampahuwa,5.626513501633292,Battaramulla,7.396709490612517,Kotikawatta,7.63935167673538
22,Kittampahuwa,5.551620675986009,Battaramulla,7.450925282002969,Kotikawatta,7.623669411341306
23,Kittampahuwa,5.47929728771404,Battaramulla,7.508181969993959,Kotikawatta,7.610832635210521
24,Kittampahuwa,5.410730667540482,Battaramulla,7.567578370310226,Kotikawatta,7.601044946892173
25,Kittampahuwa,5.345030664432341,Kotikawatta,7.594172907856067,Battaramulla,7.62993388656994
26,Kittampahuwa,5.282843675172123,Kotikawatta,7.590308167212532,Battaramulla,7.6947565179857795
27,Kittampahuwa,5.224712077284752,Kotikawatta,7.5894505933548535,Battaramulla,7.761481503635298
28,Kittampahuwa,5.16989754073937,Kotikawatta,7.5915885023830265,Battaramulla,7.8310357979814516
29,Kittampahuwa,5.118965024930444,Kotikawatta,7.596736781549216,Battaramulla,7.9028720261721075
30,Kittampahuwa,5.072361707850326,Kotikawatta,7.604818427551685,Battaramulla,7.976376049458582
31,Kittampahuwa,5.029508470497497,Kotikawatta,7.615943593906042,Battaramulla,8.052575939363853
32,Kittampahuwa,6.208825712463059,Battaramulla,6.9110539958151715,Kohuwala,7.4386088108443955
33,Kittampahuwa,6.1114766174851445,Battaramulla,6.943013557610189,Kohuwala,7.563306410138461
34,Kittampahuwa,6.015601536609462,Battaramulla,6.978327656140409,Kotikawatta,7.6443593907536895
35,Kittampahuwa,5.922036414089876,Battaramulla,7.0167239166291955,Kotikawatta,7.61061876237283
36,Kittampahuwa,5.8315535159344005,Battaramulla,7.057836483490718,Kotikawatta,7.579962061849704
37,Kittampahuwa,5.742926924424356,Battaramulla,7.102221713092926,Kotikawatta,7.551970078382013
38,Kittampahuwa,5.656955095978193,Battaramulla,7.149530665477775,Kotikawatta,7.526912867841883
39,Kittampahuwa,5.574362158401876,Battaramulla,7.199326454912872,Kotikawatta,7.504971392667726
40,Kittampahuwa,5.494049923944889,Battaramulla,7.2522876846383095,Kotikawatta,7.485846687667719
41,Kittampahuwa,5.417326530290131,Battaramulla,7.307575451528387,Kotikawatta,7.4698426039976615
42,Kittampahuwa,5.343186093682863,Battaramulla,7.365946918794466,Kotikawatta,7.456741468937556
43,Kittampahuwa,5.27234166113685,Battaramulla,7.4269392816166215,Kotikawatta,7.446688941365303
44,Kittampahuwa,5.205410660075207,Kotikawatta,7.4397375926209905,Battaramulla,7.490012067515128
45,Kittampahuwa,5.141535654899831,Kotikawatta,7.435793035844529,Battaramulla,7.5560355763567175
46,Kittampahuwa,5.081359630559194,Kotikawatta,7.434922912738298,Battaramulla,7.624487165968454
47,Kittampahuwa,5.025415470897211,Kotikawatta,7.437100869615124,Battaramulla,7.6947728743053725
48,Kittampahuwa,4.973003846471541,Kotikawatta,7.442356466816058,Battaramulla,7.767869738913838
